"","school","student","sex","score1","score2"
"1696","68809","97",0,41,72.2
"1697","68809","98",0,36,57.4
"1698","68809","100",1,33,68.5
"1699","68809","102",0,40,72.2
"1700","68809","103",1,61,78.7
"1701","68809","105",0,30,74
"1702","68809","106",1,NA,62
"1703","68809","107",1,38,63.8
"1704","68809","110",1,51,85.1
"1705","68809","113",1,58,81.4
"1706","68809","114",1,NA,74
"1707","68809","116",0,55,75.9
"1708","68809","118",1,26,61.1
"1709","68809","119",1,NA,61.1
"1710","68809","120",0,36,70.3
"1711","68809","121",1,30,62.9
"1712","68809","123",0,43,48.1
"1713","68809","125",1,53,75.9
"1714","68809","129",1,79,93.5
"1715","68809","132",1,69,96.2
"1716","68809","133",1,25,74
"1717","68809","134",1,32,45.3
"1718","68809","138",0,60,67.5
"1719","68809","139",1,38,59.2
"1720","68809","140",1,55,93.5
"1721","68809","141",0,34,47.2
"1722","68809","146",1,27,70.3
"1723","68809","147",0,NA,73.1
"1724","68809","148",0,30,41.6
"1725","68809","149",1,38,80.5
"1726","68809","151",0,38,NA
"1727","71927","10",0,40,67.5
"1728","71927","19",1,46,66.6
"1729","71927","23",0,53,68.5
"1730","71927","26",1,53,75
"1731","71927","43",0,39,67.5
"1732","71927","51",1,NA,78.7
"1733","71927","53",1,36,71.2
"1734","71927","55",1,41,NA
"1735","71927","59",1,35,62
"1736","71927","63",1,NA,50.9
"1737","71927","75",1,59,NA
"1738","71927","76",1,NA,69.4
"1739","71927","79",1,38,69.4
"1740","71927","83",1,31,68.5
"1741","71927","94",1,57,NA
"1742","71927","96",1,22,63.8
"1743","71927","97",0,38,59.2
"1744","71927","110",1,55,77.7
"1745","71927","115",1,NA,53.7
"1746","71927","121",0,55,73.1
"1747","71927","128",0,44,68.5
"1748","71927","141",0,48,NA
"1749","71927","145",0,55,69.4
"1750","71927","151",0,37,62.9
"1751","74330","14",0,46,57.4
"1752","74330","63",0,43,NA
"1753","74330","85",0,39,NA
"1754","74330","116",0,41,47.2
"1755","74330","173",1,43,68.5
"1756","74330","208",1,53,75.9
"1757","74862","305",0,61,87.9
"1758","74862","309",0,35,47.2
"1759","74862","310",0,51,75
"1760","74862","318",0,NA,76.8
"1761","74862","320",1,58,NA
"1762","74862","323",0,14,52.7
"1763","74862","324",0,48,48.1
"1764","74862","329",0,37,56.4
"1765","74862","332",0,52,68.5
"1766","74862","334",1,50,73.1
"1767","74862","338",0,NA,87.9
"1768","74862","347",0,49,75.9
"1769","74862","353",0,56,53.7
"1770","74862","360",0,73,92.5
"1771","74862","371",1,51,75.9
"1772","74862","375",1,57,87
"1773","74862","379",1,46,64.8
"1774","74862","383",1,46,75.9
"1775","74862","387",1,55,82.4
"1776","74862","397",1,34,60.1
"1777","74862","403",1,51,66.6
"1778","74862","406",1,38,90.7
"1779","74862","407",1,35,58.3
"1780","74862","409",0,39,NA
"1781","74862","415",1,67,85.1
"1782","74862","418",0,68,84.2
"1783","74862","427",1,60,93.5
"1784","74862","428",1,66,93.5
"1785","74862","436",1,43,78.7
"1786","74862","437",1,43,67.5
"1787","74862","446",0,39,78.7
"1788","74862","448",0,44,80.5
"1789","74862","454",0,NA,59.2
"1790","74862","458",1,46,87
"1791","74862","460",1,36,62.9
"1792","74862","462",1,46,78.7
"1793","74862","463",1,55,95.3
"1794","74862","467",1,NA,93.5
"1795","74862","469",0,25,48.1
"1796","74862","471",1,45,46.2
"1797","74874","35",1,55,91.6
"1798","74874","48",1,62,92.5
"1799","74874","49",0,60,86.1
"1800","74874","50",1,28,80.5
"1801","74874","51",1,22,80.5
"1802","74874","57",1,40,NA
"1803","74874","58",1,52,88.8
"1804","74874","59",1,51,NA
"1805","74874","60",1,48,91.6
"1806","74874","61",1,NA,87.9
"1807","74874","62",1,NA,94.4
"1808","74874","63",1,60,96.2
"1809","74874","64",1,50,83.3
"1810","74874","66",1,57,87.9
"1811","74874","67",1,NA,79.6
"1812","74874","69",1,53,85.1
"1813","74874","72",0,49,85.1
"1814","74874","73",1,40,87
"1815","74874","76",1,46,83.3
"1816","74874","79",1,NA,80.5
"1817","74874","81",1,44,NA
"1818","74874","82",1,43,93.5
"1819","74874","83",1,NA,81.4
"1820","74874","84",0,37,73.1
"1821","74874","86",1,NA,92.5
"1822","76531","1",0,64,48.1
"1823","76531","30",1,36,62
"1824","76531","49",1,61,64.8
"1825","76531","53",0,38,62.9
"1826","76531","60",0,49,NA
"1827","76531","95",1,23,46.2
"1828","76631","4",1,39,65.7
"1829","76631","6",1,43,69.4
"1830","76631","12",0,45,55.5
"1831","76631","23",1,41,81.4
"1832","76631","29",1,37,78.7
"1833","76631","56",1,40,84.2
"1834","76631","76",1,51,79.6
"1835","76631","79",1,NA,84.2
"1836","76631","86",1,61,72.2
"1837","76631","88",1,51,88.8
"1838","76631","100",1,32,70.3
"1839","76631","106",0,43,78.7
"1840","76631","109",1,55,83.3
"1841","76631","119",0,44,31.4
"1842","76631","125",0,43,69.4
"1843","76631","127",1,43,NA
"1844","76631","130",0,38,81.4
"1845","76631","133",1,49,87.9
"1846","76631","139",0,58,78.7
"1847","76631","150",0,50,82.4
"1848","76631","155",1,57,76.8
"1849","76631","161",0,38,84.2
"1850","76631","165",1,36,81.4
"1851","76631","185",1,52,79.6
"1852","76631","188",1,60,NA
"1853","76631","193",0,NA,72.2
"1854","76631","201",1,40,92.5
"1855","76631","202",1,57,99
"1856","76631","206",0,46,38.8
"1857","76631","212",1,90,96.2
"1858","76631","221",1,NA,76.8
"1859","76631","223",1,53,75.9
"1860","76631","250",0,45,69.4
"1861","77207","5001",1,NA,82.4
"1862","77207","5002",1,34,74
"1863","77207","5004",1,34,60.1
"1864","77207","5005",0,35,78.7
"1865","77207","5008",1,35,81.4
"1866","77207","5013",1,28,68.5
"1867","77207","5018",0,33,86.1
"1868","77207","5019",1,23,62.9
"1869","77207","5023",0,23,NA
"1870","77207","5025",1,27,62.9
"1871","77207","5031",1,40,61.1
"1872","77207","5037",1,34,65.7
"1873","77207","5038",0,31,79.6
"1874","77207","5041",0,36,62.9
"1875","77207","5042",1,40,69.4
"1876","77207","5043",0,27,64.8
"1877","77207","5044",1,25,75.9
"1878","77207","5055",1,27,64.8
"1879","77207","5059",0,37,74
"1880","77207","5062",0,NA,75
"1881","77207","5063",1,NA,79.6
"1882","84707","5",1,60,87.9
"1883","84707","16",0,64,NA
"1884","84772","2",1,53,NA
"1885","84772","7",1,56,90.7
"1886","84772","12",1,58,72.2
"1887","84772","17",0,NA,88.8
"1888","84772","24",1,61,94.4
"1889","84772","27",1,65,91.6
"1890","84772","29",0,53,67.5
"1891","84772","31",1,58,90.7
"1892","84772","43",0,48,NA
"1893","84772","48",1,65,82.4
"1894","84772","49",0,NA,74
"1895","84772","52",0,62,77.7
"1896","84772","58",0,55,83.3
"1897","84772","63",1,60,97.2
"1898","84772","66",1,59,91.6
"1899","84772","75",1,53,NA
"1900","84772","85",1,NA,90.7
"1901","84772","95",1,65,94.4
"1902","84772","104",0,65,60.1
"1903","84772","105",0,48,NA
"1904","84772","111",0,71,NA
"1905","84772","114",0,66,82.4
